1,0,0
1,0.0938,0
1,0.1875,0
1,0.2813,0
1,0.375,0
1,0.4688,0
1,0.5625,0
1,0.6563,0
1,0.75,0
1,0.8438,0
1,0.9375,0
0.9688,1,0
0.875,1,0
0.7813,1,0
0.6875,1,0
0.5938,1,0
0.5,1,0
0.4063,1,0
0.3125,1,0
0.2188,1,0
0.125,1,0
0.0313,1,0
0,1,0.0625
0,1,0.1563
0,1,0.25
0,1,0.3438
0,1,0.4375
0,1,0.5313
0,1,0.625
0,1,0.7188
0,1,0.8125
0,1,0.9063
0,1,1
0,0.9063,1
0,0.8125,1
0,0.7188,1
0,0.625,1
0,0.5313,1
0,0.4375,1
0,0.3438,1
0,0.25,1
0,0.1563,1
0,0.0625,1
0.0313,0,1
0.125,0,1
0.2188,0,1
0.3125,0,1
0.4063,0,1
0.5,0,1
0.5938,0,1
0.6875,0,1
0.7813,0,1
0.875,0,1
0.9688,0,1
1,0,0.9375
1,0,0.8438
1,0,0.75
1,0,0.6563
1,0,0.5625
1,0,0.4688
1,0,0.375
1,0,0.2813
1,0,0.1875
1,0,0.0938
